"set_num","name","year","theme_id","num_parts","inventory_id","version","total_quantity"
"3742-1",Tender Basis (without color trim elements),2001,238,41,2270,1,11
"3742-1",Tender Basis (without color trim elements),2001,238,41,3694,1,11
"3742-1",Tender Basis (without color trim elements),2001,238,41,5195,1,11
"3742-1",Tender Basis (without color trim elements),2001,238,41,7487,1,11
"3742-1",Tender Basis (without color trim elements),2001,238,41,8558,1,11
"3742-1",Tender Basis (without color trim elements),2001,238,41,8837,1,11
"3742-1",Tender Basis (without color trim elements),2001,238,41,11325,1,11
"3742-1",Tender Basis (without color trim elements),2001,238,41,13917,1,11
"3742-1",Tender Basis (without color trim elements),2001,238,41,14942,1,11
"3743-1",Locomotive Blue Bricks,2001,238,106,2054,1,5
"3743-1",Locomotive Blue Bricks,2001,238,106,5195,1,5
"3743-1",Locomotive Blue Bricks,2001,238,106,9728,1,5
"3743-1",Locomotive Blue Bricks,2001,238,106,13917,1,5
"3743-1",Locomotive Blue Bricks,2001,238,106,16226,1,5
"3744-1",Locomotive Green Bricks,2001,238,106,2270,1,4
"3744-1",Locomotive Green Bricks,2001,238,106,3260,1,4
"3744-1",Locomotive Green Bricks,2001,238,106,8558,1,4
"3744-1",Locomotive Green Bricks,2001,238,106,11384,1,4
"3745-1",Locomotive Black Bricks,2001,238,106,515,1,4
"3745-1",Locomotive Black Bricks,2001,238,106,1317,1,4
"3745-1",Locomotive Black Bricks,2001,238,106,4806,1,4
"3745-1",Locomotive Black Bricks,2001,238,106,7487,1,4
"3746-1",Locomotive Brown Bricks,2001,238,106,1315,1,4
"3746-1",Locomotive Brown Bricks,2001,238,106,7516,1,4
"3746-1",Locomotive Brown Bricks,2001,238,106,8837,1,4
"3746-1",Locomotive Brown Bricks,2001,238,106,11325,1,4
"3747-1",Locomotive Gray Bricks,2001,238,106,3694,1,4
"3747-1",Locomotive Gray Bricks,2001,238,106,12273,1,4
"3747-1",Locomotive Gray Bricks,2001,238,106,13153,1,4
"3747-1",Locomotive Gray Bricks,2001,238,106,14942,1,4
"3748-1",Light Unit for Train,2001,456,4,9925,1,1
"3800-1",Ultimate Builders Set,2001,260,322,2456,1,1
"3801-1",Ultimate Accessories,2000,260,45,2456,1,1
"3804-1","Robotics Invention System, Version 2.0",2001,260,720,2456,1,3
"3804-1","Robotics Invention System, Version 2.0",2001,260,720,3705,1,3
"3804-1","Robotics Invention System, Version 2.0",2001,260,720,5955,1,3
"3885-2",Hikaru Little Flyer - Boxed Version,2007,389,22,16150,1,1
"3886-2",Ryo Walker - Boxed Version,2007,389,19,251,1,1
"3934-1",Mia’s Puppy House,2012,494,83,7348,1,2
"3934-1",Mia’s Puppy House,2012,494,83,7745,1,2
"3935-1",Stephanie’s Pet Patrol,2012,494,73,7745,1,1
"3936-1",Emma’s Fashion Design Studio,2012,494,77,7348,1,1
"4016-1",Racer,2001,22,21,15080,1,1
"4017-1",Sea Helicopter,2001,22,13,15080,1,1
"4018-1",Ship,2001,22,12,15080,1,1
"4019-1",Aeroplane,2001,24,17,15080,1,1
"4024-10",Advent Calendar 2003 Creator (Day  9) Airplane,2003,223,13,8140,1,1
"4024-11",Advent Calendar 2003 Creator (Day 10) Sailboat,2003,223,16,8140,1,1
"4024-12",Advent Calendar 2003 Creator (Day 11) Snowplow,2003,223,21,8140,1,1
"4024-13",Advent Calendar 2003 Creator (Day 12) Snail,2003,223,9,8140,1,1
"4024-14",Advent Calendar 2003 Creator (Day 13) Robot,2003,223,14,8140,1,1
"4024-15",Advent Calendar 2003 Creator (Day 14) Heart,2003,223,11,8140,1,1
"4024-16",Advent Calendar 2003 Creator (Day 15) Truck,2003,223,21,8140,1,1
"4024-17",Advent Calendar 2003 Creator (Day 16) Reindeer,2003,223,13,8140,1,1
"4024-18",Advent Calendar 2003 Creator (Day 17) Bird,2003,223,10,8140,1,1
"4024-19",Advent Calendar 2003 Creator (Day 18) Present,2003,223,9,8140,1,1
"4024-2",Advent Calendar 2003 Creator (Day  1) Snowman,2003,223,19,8140,1,1
"4024-20",Advent Calendar 2003 Creator (Day 19) Fireplace,2003,223,17,8140,1,1
"4024-21",Advent Calendar 2003 Creator (Day 20) Santa,2003,223,13,8140,1,1
"4024-22",Advent Calendar 2003 Creator (Day 21) Robot,2003,223,16,8140,1,1
"4024-23",Advent Calendar 2003 Creator (Day 22) Race Car,2003,223,17,8140,1,1
"4024-24",Advent Calendar 2003 Creator (Day 23) Helicopter,2003,223,16,8140,1,1
"4024-25",Advent Calendar 2003 Creator (Day 24) Tree,2003,223,13,8140,1,1
"4024-3",Advent Calendar 2003 Creator (Day  2) Little Girl,2003,223,9,8140,1,1
"4024-4",Advent Calendar 2003 Creator (Day  3) Penguin,2003,223,12,8140,1,1
"4024-5",Advent Calendar 2003 Creator (Day  4) Sheep,2003,223,13,8140,1,1
"4024-6",Advent Calendar 2003 Creator (Day  5) Little Boy,2003,223,9,8140,1,1
"4024-7",Advent Calendar 2003 Creator (Day  6) Stocking,2003,223,8,8140,1,1
"4024-8",Advent Calendar 2003 Creator (Day  7) Spaceship,2003,223,10,8140,1,1
"4024-9",Advent Calendar 2003 Creator (Day  8) Parrot,2003,223,9,8140,1,1
"4051-1",Quicky the Bunny (Nesquik Promotional),2001,273,4,11608,1,1
"4052-1",Director (Nesquik Promotional),2001,273,4,11608,1,1
"4053-1",Cameraman (Nesquik Promotional),2001,273,5,11608,1,1
"4056-1",Color Light,2001,273,13,10089,1,1
"4057-1",Spot Light,2001,273,10,10089,1,1
"4058-1",Cameraman 1,2001,273,4,10089,1,1
"4059-1",Director,2001,273,4,10089,1,1
"4060-1",Grip,2001,273,4,10089,1,1
"4061-1",Assistant,2001,273,4,10089,1,1
"4062-1",Actress,2001,273,4,10089,1,1
"4063-1",Cameraman 2,2001,273,4,10089,1,1
"4064-1",Actor 2,2001,273,4,10089,1,1
"4065-1",Actor 3,2001,273,4,10089,1,1
"4066-1",Actor 1,2001,273,4,10089,1,1
"4067-1",Buggy,2001,273,15,10089,1,1
"4068-1",Handy Camera,2001,273,6,10089,1,1
"4069-1",Katinco & Megaphone,2001,273,4,10089,1,1
"4070-1",Stand Camera,2001,273,7,10089,1,1
"4071-1",Bottles,2001,273,7,10089,1,1
"4072-1",Skeleton,2001,273,6,10089,1,1
"4073-1",Tree 1,2001,273,6,10089,1,1
"4074-1",Tree 3,2001,273,14,10089,1,1
"4075-1",Tree 2,2001,273,13,10089,1,1
"4076-1",Pteranodon,2001,273,17,10089,1,1
"4077-1",Plesiosaur,2001,273,13,10089,1,1
"4078-1",T-Rex,2001,273,18,10089,1,1
"4079-1",Mini Rex,2001,273,4,10089,1,1
"4097-1",Mini Robots,2003,204,229,9830,1,1
"4099-1",Robobots,2003,204,326,9830,1,1
"41016-10","Advent Calendar 2013, Friends (Day  9) - Basket",2013,226,19,9926,1,1
"41016-11","Advent Calendar 2013, Friends (Day 10) - Friends Accessories",2013,226,20,9926,1,1
"41016-12","Advent Calendar 2013, Friends (Day 11) - Basket with Money",2013,226,3,9926,1,1
"41016-13","Advent Calendar 2013, Friends (Day 12) - Presents",2013,226,8,9926,1,1
"41016-14","Advent Calendar 2013, Friends (Day 13) - Sled",2013,226,8,9926,1,1
"41016-15","Advent Calendar 2013, Friends (Day 14) - Fountain",2013,226,6,9926,1,1
"41016-16","Advent Calendar 2013, Friends (Day 15) - Bench",2013,226,11,9926,1,1
"41016-17","Advent Calendar 2013, Friends (Day 16) - Skates with Flower in Snow",2013,226,15,9926,1,1
"41016-18","Advent Calendar 2013, Friends (Day 17) - Cell Phone /Music Player Docking Station",2013,226,8,9926,1,1
"41016-19","Advent Calendar 2013, Friends (Day 18) - Snowman",2013,226,8,9926,1,1
"41016-2","Advent Calendar 2013, Friends (Day  1) - Stephanie",2013,226,4,9926,1,1
"41016-20","Advent Calendar 2013, Friends (Day 19) - Flame",2013,226,4,9926,1,1
"41016-21","Advent Calendar 2013, Friends (Day 20) - Christmas Tree",2013,226,18,9926,1,1
"41016-22","Advent Calendar 2013, Friends (Day 21) - Musical Score",2013,226,7,9926,1,1
"41016-23","Advent Calendar 2013, Friends (Day 22) - Basket with Leaf",2013,226,8,9926,1,1
"41016-24","Advent Calendar 2013, Friends (Day 23) - Squirrel",2013,226,2,9926,1,1
"41016-25","Advent Calendar 2013, Friends (Day 24) - Present with Letter",2013,226,12,9926,1,1
"41016-3","Advent Calendar 2013, Friends (Day  2) - Snowmobile",2013,226,11,9926,1,1
"41016-4","Advent Calendar 2013, Friends (Day  3) - Lamp Post",2013,226,10,9926,1,1
"41016-5","Advent Calendar 2013, Friends (Day  4) - Lily, Christmas Outfit",2013,226,4,9926,1,1
"41016-6","Advent Calendar 2013, Friends (Day  5) - Stand #1",2013,226,17,9926,1,1
"41016-7","Advent Calendar 2013, Friends (Day  6) - Perfume Bottles",2013,226,8,9926,1,1
"41016-8","Advent Calendar 2013, Friends (Day  7) - Stand #2",2013,226,14,9926,1,1
"41016-9","Advent Calendar 2013, Friends (Day 8) - Cups, Milk and Cookies",2013,226,8,9926,1,1
"4103-1",Fun with Bricks {small red bucket},2002,37,200,104,1,1
"41040-10","Advent Calendar 2014, Friends (Day 9) - Holiday Candle",2014,226,6,3162,1,1
"41040-11","Advent Calendar 2014, Friends (Day 10) - Friends Kitchen Accessories",2014,226,17,3162,1,1
"41040-12","Advent Calendar 2014, Friends (Day 11) - Stove",2014,226,13,3162,1,1
"41040-13","Advent Calendar 2014, Friends (Day 12) - Sweets and Saucepan",2014,226,7,3162,1,1
"41040-14","Advent Calendar 2014, Friends (Day 13) - Sideboard",2014,226,13,3162,1,1
"41040-15","Advent Calendar 2014, Friends (Day 14) - Goblets and Food",2014,226,12,3162,1,1
"41040-16","Advent Calendar 2014, Friends (Day 15) - Sink",2014,226,12,3162,1,1
"41040-17","Advent Calendar 2014, Friends (Day 16) - Cake and Cups",2014,226,6,3162,1,1
"41040-18","Advent Calendar 2014, Friends (Day 17) - Holiday Fireplace",2014,226,17,3162,1,1
"41040-19","Advent Calendar 2014, Friends (Day 18) - End Table and Book",2014,226,11,3162,1,1
"41040-2","Advent Calendar 2014, Friends (Day 1) - Mia",2014,226,4,3162,1,1
"41040-20","Advent Calendar 2014, Friends (Day 19) - Sofa",2014,226,10,3162,1,1
"41040-21","Advent Calendar 2014, Friends (Day 20) - White Cat",2014,226,3,3162,1,1
"41040-22","Advent Calendar 2014, Friends (Day 21) - Radio and Cell Phone",2014,226,8,3162,1,1
"41040-23","Advent Calendar 2014, Friends (Day 22) - Large Present",2014,226,8,3162,1,1
"41040-24","Advent Calendar 2014, Friends (Day 23) - Christmas Tree",2014,226,18,3162,1,1
"41040-25","Advent Calendar 2014, Friends (Day 24) - Present with Skates, Camera",2014,226,17,3162,1,1
"41040-3","Advent Calendar 2014, Friends (Day 2) - Sled",2014,226,11,3162,1,1
"41040-4","Advent Calendar 2014, Friends (Day 3) - Gift and Basket",2014,226,4,3162,1,1
"41040-5","Advent Calendar 2014, Friends (Day 4) - Deer and Tree",2014,226,4,3162,1,1
"41040-6","Advent Calendar 2014, Friends (Day 5) - Holiday Window Scene",2014,226,13,3162,1,1
"41040-7","Advent Calendar 2014, Friends (Day 6) - Ewa, Christmas Outfit",2014,226,4,3162,1,1
"41040-8","Advent Calendar 2014, Friends (Day 7) - Table",2014,226,11,3162,1,1
"41040-9","Advent Calendar 2014, Friends (Day 8) - Chairs",2014,226,14,3162,1,1
"41044-1",Macaw's Fountain,2014,496,39,4971,1,1
"41045-1",Orangutan's Banana Tree,2014,496,37,4971,1,1
"41046-1",Brown Bear's River,2014,496,37,4971,1,1
"4108-1",T-Junction Road Plates,2002,289,2,12836,1,1
"4109-1",Curved Road Plates,2002,289,2,12836,1,1
"4110-1",Straight Road Plates,2002,289,2,12836,1,1
"4111-1",Cross Road Plates,2002,289,2,12836,1,1
"4124-10","Advent Calendar 2001, Creator (Day  9) Space Buggy",2001,217,18,16031,1,1
"4124-11","Advent Calendar 2001, Creator (Day 10) Dinosaur",2001,217,8,16031,1,1
"4124-12","Advent Calendar 2001, Creator (Day 11) Speedboat",2001,217,10,16031,1,1
"4124-13","Advent Calendar 2001, Creator (Day 12) Reindeer",2001,217,10,16031,1,1
"4124-14","Advent Calendar 2001, Creator (Day 13) Snowman",2001,217,15,16031,1,1
"4124-15","Advent Calendar 2001, Creator (Day 14) Jet Ski",2001,217,11,16031,1,1
"4124-16","Advent Calendar 2001, Creator (Day 15) Dog",2001,217,10,16031,1,1
"4124-17","Advent Calendar 2001, Creator (Day 16) Police Boat",2001,217,9,16031,1,1
"4124-18","Advent Calendar 2001, Creator (Day 17) Whale",2001,217,9,16031,1,1
"4124-19","Advent Calendar 2001, Creator (Day 18) Space Shuttle",2001,217,10,16031,1,1
"4124-2","Advent Calendar 2001, Creator (Day  1) Cat",2001,217,10,16031,1,1
"4124-20","Advent Calendar 2001, Creator (Day 19) Parrot",2001,217,9,16031,1,1
"4124-21","Advent Calendar 2001, Creator (Day 20) Steamship",2001,217,10,16031,1,1
"4124-22","Advent Calendar 2001, Creator (Day 21) Church",2001,217,11,16031,1,1
"4124-23","Advent Calendar 2001, Creator (Day 22) Helicopter",2001,217,11,16031,1,1
"4124-24","Advent Calendar 2001, Creator (Day 23) Christmas Tree",2001,217,10,16031,1,1
"4124-25","Advent Calendar 2001, Creator (Day 24) Present",2001,217,8,16031,1,1
"4124-3","Advent Calendar 2001, Creator (Day  2) Max",2001,217,1,16031,1,1
"4124-4","Advent Calendar 2001, Creator (Day  3) Fireplace",2001,217,11,16031,1,1
"4124-5","Advent Calendar 2001, Creator (Day  4) Santa",2001,217,10,16031,1,1
"4124-6","Advent Calendar 2001, Creator (Day  5) Ambulance",2001,217,15,16031,1,1
"4124-7","Advent Calendar 2001, Creator (Day  6) Penguin",2001,217,10,16031,1,1
"4124-8","Advent Calendar 2001, Creator (Day  7) Tina",2001,217,1,16031,1,1
"4124-9","Advent Calendar 2001, Creator (Day  8) Frog with Hat",2001,217,11,16031,1,1
"41527-1",Rokit,2015,584,66,6871,1,2
"41527-1",Rokit,2015,584,66,15631,1,2
"41528-1",Niksput,2015,584,62,6871,1,2
"41528-1",Niksput,2015,584,62,15631,1,2
"41529-1",Nurp-Naut,2015,584,52,6871,1,2
"41529-1",Nurp-Naut,2015,584,52,15631,1,2
"41530-1",Meltus,2015,584,66,6871,1,2
"41530-1",Meltus,2015,584,66,7277,1,2
"41531-1",Flamzer,2015,584,60,6871,1,2
"41531-1",Flamzer,2015,584,60,7277,1,2
"41532-1",Burnard,2015,584,59,6871,1,2
"41532-1",Burnard,2015,584,59,7277,1,2
"41533-1",Globert,2015,584,45,6871,1,2
"41533-1",Globert,2015,584,45,9386,1,2
"41534-1",Vampos,2015,584,59,6871,1,2
"41534-1",Vampos,2015,584,59,9386,1,2
"41535-1",Boogly,2015,584,52,6871,1,2
"41535-1",Boogly,2015,584,52,9386,1,2
"41545-1",Kramm,2015,586,68,12322,1,1
"41546-1",Forx,2015,586,65,12322,1,1
"41547-1",Wuzzo,2015,586,74,12322,1,1
"41548-1",Dribbal,2015,586,52,2544,1,1
"41549-1",Gurggle,2015,586,66,2544,1,1
"41550-1",Slusho,2015,586,53,2544,1,1
"41551-1",Snax,2015,586,51,4041,1,1
"41552-1",Berp,2015,586,68,4041,1,1
"41553-1",Vaka-Waka,2015,586,69,4041,1,1
"4169306a-1",Christmas Tree Ornament,2005,227,46,6848,1,1
"4169306b-1",Snowman Ornament,2005,227,36,6848,1,1
"4169306c-1",Santa Claus Ornament,2005,227,36,6848,1,1
"4180878","Bionicle Poster 2002, Bohrok front Krana back, 420 x 295 mm",2002,501,0,708,1,1
"4182-1",The Cannibal Escape,2011,263,279,9955,1,1
"4183-1",The Mill,2011,263,366,9955,1,1
"4192-1",Fountain of Youth,2011,263,127,11115,1,1
"4193-1",The London Escape,2011,263,466,11115,1,1
"4200-1",Mining 4 x 4,2012,56,101,1726,1,1
"4201-1",Loader and Tipper,2012,56,138,1726,1,1
"4202-1",Mining Truck,2012,52,269,1726,1,1
"4203-1",Excavator Transporter,2012,56,304,1726,1,1
"4204-1",The Mine,2012,56,751,1726,1,1
"4208-1","4 × 4 Fire Truck",2012,58,242,2643,1,1
"4209-1",Fire Plane,2012,58,507,2643,1,1
"4210-1",Coast Guard Platform,2008,55,450,4570,1,1
"4335-1",Black Robots Pod,2004,478,50,4365,1,1
"4346-1",Robo Pod,2004,478,50,4365,1,2
"4346-1",Robo Pod,2004,478,50,8885,1,2
"4347-1",Auto Pod,2004,478,40,4365,1,2
"4347-1",Auto Pod,2004,478,40,8885,1,2
"4348-1",Aero Pod,2004,478,36,4365,1,2
"4348-1",Aero Pod,2004,478,36,8885,1,2
"4349-1",Wild Pod,2004,478,44,4365,1,2
"4349-1",Wild Pod,2004,478,44,8885,1,2
"4415-1",Auto Pod,2006,479,56,13412,1,1
"4416-1",Robo Pod,2006,479,64,13412,1,1
"4417-1",Aero Pod,2006,479,60,13412,1,1
"4418-1",Dino Pod,2006,479,55,13412,1,1
"4427-1",Fire ATV,2012,58,50,2643,1,1
"4428-10","Advent Calendar 2012, City (Day  9) Mechanic with Wrench",2012,217,5,11317,1,1
"4428-11","Advent Calendar 2012, City (Day 10) Wheel Dolly with Wheels",2012,217,10,11317,1,1
"4428-12","Advent Calendar 2012, City (Day 11) Firefighter's ATV without Wheels",2012,217,13,11317,1,1
"4428-13","Advent Calendar 2012, City (Day 12) Female Firefighter",2012,217,5,11317,1,1
"4428-14","Advent Calendar 2012, City (Day 13) Desk with Computer and Chair",2012,217,8,11317,1,1
"4428-15","Advent Calendar 2012, City (Day 14) Box with Burning Logs",2012,217,5,11317,1,1
"4428-16","Advent Calendar 2012, City (Day 15) Wall with Safety Equipment",2012,217,16,11317,1,1
"4428-17","Advent Calendar 2012, City (Day 16) Girl with Snowball",2012,217,5,11317,1,1
"4428-18","Advent Calendar 2012, City (Day 17) Catapult",2012,217,15,11317,1,1
"4428-19","Advent Calendar 2012, City (Day 18) Dog and Hydrant",2012,217,6,11317,1,1
"4428-2","Advent Calendar 2012, City (Day  1) Fireman with Loudhailer",2012,217,5,11317,1,1
"4428-20","Advent Calendar 2012, City (Day 19) Firefighter with Cup",2012,217,5,11317,1,1
"4428-21","Advent Calendar 2012, City (Day 20) Wheelbarrow with Spade and Snow",2012,217,7,11317,1,1
"4428-22","Advent Calendar 2012, City (Day 21) Warning Lights and Sign",2012,217,9,11317,1,1
"4428-23","Advent Calendar 2012, City (Day 22) Santa's Sled",2012,217,8,11317,1,1
"4428-24","Advent Calendar 2012, City (Day 23) Wrapped Gifts",2012,217,16,11317,1,1
"4428-25","Advent Calendar 2012, City (Day 24) Santa on Snowmobile",2012,217,13,11317,1,1
"4428-3","Advent Calendar 2012, City (Day 2) Chainsaw with Logs",2012,217,8,11317,1,1
"4428-4","Advent Calendar 2012, City (Day 3) Christmas Tree",2012,217,16,11317,1,1
"4428-5","Advent Calendar 2012, City (Day 4) Stairs and Star for Tree",2012,217,8,11317,1,1
"4428-6","Advent Calendar 2012, City (Day 5) Wall with Fireman Equipment",2012,217,17,11317,1,1
"4428-7","Advent Calendar 2012, City (Day  6) Boy with Snowball",2012,217,5,11317,1,1
"4428-8","Advent Calendar 2012, City (Day 7) Toy Fire Engine with Remote",2012,217,17,11317,1,1
"4428-9","Advent Calendar 2012, City (Day 8) Wall with Ski Equipment",2012,217,24,11317,1,1
"4431-1",Ambulance,2012,60,198,6066,1,1
"4432-1",Garbage Truck,2012,63,207,6066,1,1
"4433-1",Dirt Bike Transporter,2012,64,205,6066,1,1
"4435-1",Car and Caravan,2012,63,217,6066,1,1
"4436-1",Patrol Car,2012,61,96,1649,1,3
"4436-1",Patrol Car,2012,61,96,6530,1,3
"4436-1",Patrol Car,2012,61,96,14011,1,3
"4437-1",Police Pursuit,2012,61,129,1649,1,2
"4437-1",Police Pursuit,2012,61,129,6530,1,2
"4439-1",Heavy-Duty Helicopter,2012,61,392,6530,1,1
"4441-1",Police Dog Van,2012,61,312,6530,1,1
"4443-1",Coca-Cola Defender 1,2002,462,4,2514,1,1
"4444-1",Coca-Cola Defender 2,2002,462,4,2514,1,1
"4445-1",Coca-Cola Middle Fielder 1,2002,462,4,2514,1,1
"4446-1",Coca-Cola Forward 1,2002,462,4,2514,1,1
"4447-1",Coca-Cola Forward 2,2002,462,4,2514,1,1
"4448-1",Coca-Cola Defender 3,2002,462,4,2514,1,1
"4449-1",Coca-Cola Defender 4,2002,462,4,2514,1,1
"4450-1",Coca-Cola Middle Fielder 2,2002,462,4,2514,1,1
"4451-1",Coca-Cola Forward 3,2002,462,4,2514,1,1
"4452-1",Coca-Cola Forward 4,2002,462,4,2514,1,1
"4453-1",Coca-Cola Goal Keeper,2002,462,4,2514,1,1
"4454-1",Coca-Cola Referee,2002,462,6,2514,1,1
"4455-1",Coca-Cola Hotdog Girl,2002,462,6,2514,1,1
"4456-1",Coca-Cola Doctor,2002,462,5,2514,1,1
"4457-1",Coca-Cola TV Cameraman,2002,462,4,2514,1,1
"4458-1",Coca-Cola TV Camera,2002,462,11,2514,1,1
"4459-1",Coca-Cola PK Kicker,2002,462,4,2514,1,1
"4460-1",Coca-Cola Goal,2002,462,7,2514,1,1
"4461-1",Coca-Cola Bench,2002,462,7,2514,1,1
"4462-1",Coca-Cola Hotdog Trolley,2002,462,18,2514,1,1
"4463-1",Coca-Cola Light,2002,462,16,2514,1,1
"4464-1",Coca-Cola Bottle Case,2002,462,7,2514,1,1
"4465-1",Coca-Cola Vending Machine,2002,462,6,2514,1,1
"4466-1",Coca-Cola Sign Board,2002,462,3,2514,1,1
"4467-1",Coca-Cola Stretcher,2002,462,3,2514,1,1
"4468-1",Coca-Cola Stand,2002,462,9,2514,1,1
"4469-1",Coca-Cola Drink Stand,2002,462,8,2514,1,1
"4470-1",Coca-Cola Ball,2002,462,2,2514,1,1
"4471-1",Coca-Cola Secret A,2002,462,4,2514,1,1
"4472-1",Coca-Cola Secret B,2002,462,4,2514,1,1
"4475-1",Jabba's Message,2003,169,46,14822,1,1
"4476-1",Jabba's Prize,2003,169,40,14822,1,1
"4479-1",TIE Bomber,2003,169,229,6371,1,1
"4480-1",Jabba's Palace,2003,169,234,14822,1,1
"4481-1",Hailfire Droid,2003,158,680,11344,1,1
"4482-1",AT-TE,2003,167,650,11344,1,1
"4484-1",X-wing Fighter & TIE Advanced - Mini,2003,159,72,2943,1,2
"4484-1",X-wing Fighter & TIE Advanced - Mini,2003,159,72,7482,1,2
"4485-1",Sebulba's Podracer & Anakin's Podracer - Mini,2003,159,72,2943,1,2
"4485-1",Sebulba's Podracer & Anakin's Podracer - Mini,2003,159,72,7482,1,2
"4486-1",AT-ST & Snowspeeder - Mini,2003,159,76,2943,1,2
"4486-1",AT-ST & Snowspeeder - Mini,2003,159,76,7482,1,2
"4487-1",Jedi Starfighter & Slave I - Mini,2003,159,53,2943,1,2
"4487-1",Jedi Starfighter & Slave I - Mini,2003,159,53,7482,1,2
"4488-1",Millennium Falcon - Mini,2003,159,87,8285,1,1
"4489-1",AT-AT - Mini,2003,159,98,8285,1,1
"4490-1",Republic Gunship - Mini,2003,159,102,8285,1,1
"4491-1",Trade Federation MTT - Mini,2003,159,99,8285,1,1
"4492-1",Imperial Star Destroyer - Mini,2004,159,87,8216,1,3
"4492-1",Imperial Star Destroyer - Mini,2004,159,87,9540,1,3
"4492-1",Imperial Star Destroyer - Mini,2004,159,87,13883,1,3
"4493-1",Sith Infiltrator - Mini,2004,159,55,9540,1,1
"4494-1",Imperial Shuttle - Mini,2004,159,82,8216,1,3
"4494-1",Imperial Shuttle - Mini,2004,159,82,9540,1,3
"4494-1",Imperial Shuttle - Mini,2004,159,82,13883,1,3
"4495-1",AT-TE - Mini,2004,159,63,9540,1,1
"4500-1",Rebel Snowspeeder [Redesign] - Blue box,2003,169,216,612,1,1
"4502-1","X-wing Fighter (Dagobah), Blue box",2003,169,566,2488,1,1
"4504-1","Millennium Falcon (Redesign), Blue box",2003,169,996,612,1,2
"4504-1","Millennium Falcon (Redesign), Blue box",2003,169,996,2488,1,2
"4511-1",High Speed Train,2003,239,335,2738,1,2
"4511-1",High Speed Train,2003,239,335,5358,1,2
"4512-1",Cargo Train,2003,239,546,2677,1,2
"4512-1",Cargo Train,2003,239,546,5491,1,2
"4513-1",Grand Central Station,2003,239,350,2738,1,1
"4514-1",Cargo Crane,2003,239,176,2677,1,2
"4514-1",Cargo Crane,2003,239,176,5491,1,2
"4515-1",Straight Rails,1991,244,8,50,1,10
"4515-1",Straight Rails,1991,244,8,309,1,10
"4515-1",Straight Rails,1991,244,8,561,1,10
"4515-1",Straight Rails,1991,244,8,5358,1,10
"4515-1",Straight Rails,1991,244,8,5491,1,10
"4515-1",Straight Rails,1991,244,8,6050,1,10
"4515-1",Straight Rails,1991,244,8,6330,1,10
"4515-1",Straight Rails,1991,244,8,10158,1,10
"4515-1",Straight Rails,1991,244,8,13917,1,10
"4515-1",Straight Rails,1991,244,8,15164,1,10
"4519-1",Rail Crossing,1999,244,1,15164,1,1
"4520-1",Curved Rails,1991,244,8,50,1,9
"4520-1",Curved Rails,1991,244,8,309,1,9
"4520-1",Curved Rails,1991,244,8,561,1,9
"4520-1",Curved Rails,1991,244,8,5491,1,9
"4520-1",Curved Rails,1991,244,8,6050,1,9
"4520-1",Curved Rails,1991,244,8,6330,1,9
"4520-1",Curved Rails,1991,244,8,10158,1,9
"4520-1",Curved Rails,1991,244,8,13917,1,9
"4520-1",Curved Rails,1991,244,8,15164,1,9
"4524-10",Advent Calendar 2002 Creator (Day  9) Space Buggy,2002,223,18,2917,1,1
"4524-11",Advent Calendar 2002 Creator (Day 10) Dinosaur,2002,223,8,2917,1,1
"4524-12",Advent Calendar 2002 Creator (Day 11) Speedboat,2002,223,10,2917,1,1
"4524-13",Advent Calendar 2002 Creator (Day 12) Reindeer,2002,223,10,2917,1,1
"4524-14",Advent Calendar 2002 Creator (Day 13) Snowman,2002,223,15,2917,1,1
"4524-15",Advent Calendar 2002 Creator (Day 14) Jet Ski,2002,223,11,2917,1,1
"4524-16",Advent Calendar 2002 Creator (Day 15) Duck,2002,223,10,2917,1,1
"4524-17",Advent Calendar 2002 Creator (Day 16) Police Boat,2002,223,9,2917,1,1
"4524-18",Advent Calendar 2002 Creator (Day 17) Whale,2002,223,9,2917,1,1
"4524-19",Advent Calendar 2002 Creator (Day 18) Space Shuttle,2002,223,11,2917,1,1
"4524-2",Advent Calendar 2002 Creator (Day  1) Squirrel,2002,223,10,2917,1,1
"4524-20",Advent Calendar 2002 Creator (Day 19) Parrot,2002,223,9,2917,1,1
"4524-21",Advent Calendar 2002 Creator (Day 20) Steamship,2002,223,10,2917,1,1
"4524-22",Advent Calendar 2002 Creator (Day 21) Building,2002,223,10,2917,1,1
"4524-23",Advent Calendar 2002 Creator (Day 22) Helicopter,2002,223,11,2917,1,1
"4524-24",Advent Calendar 2002 Creator (Day 23) Tree,2002,223,11,2917,1,1
"4524-25",Advent Calendar 2002 Creator (Day 24) Present,2002,223,8,2917,1,1
"4524-3",Advent Calendar 2002 Creator (Day  2) Boy,2002,223,1,2917,1,1
"4524-4",Advent Calendar 2002 Creator (Day  3) Fireplace,2002,223,11,2917,1,1
"4524-5",Advent Calendar 2002 Creator (Day  4) Santa,2002,223,10,2917,1,1
"4524-6",Advent Calendar 2002 Creator (Day  5) Car,2002,223,15,2917,1,1
"4524-7",Advent Calendar 2002 Creator (Day  6) Penguin,2002,223,10,2917,1,1
"4524-8",Advent Calendar 2002 Creator (Day  7) Girl,2002,223,1,2917,1,1
"4524-9",Advent Calendar 2002 Creator (Day  8) Dog with hat,2002,223,11,2917,1,1
"4526-1",Batman,2012,492,40,8646,1,1
