"set_num","name","year","theme_id","num_parts","total_quantity","version","inventory_ids"
"4024-17",Advent Calendar 2003 Creator (Day 16) Reindeer,2003,223,13,1,1,{8140}
"4024-18",Advent Calendar 2003 Creator (Day 17) Bird,2003,223,10,1,1,{8140}
"4024-19",Advent Calendar 2003 Creator (Day 18) Present,2003,223,9,1,1,{8140}
"4024-2",Advent Calendar 2003 Creator (Day  1) Snowman,2003,223,19,1,1,{8140}
"4024-20",Advent Calendar 2003 Creator (Day 19) Fireplace,2003,223,17,1,1,{8140}
"4024-21",Advent Calendar 2003 Creator (Day 20) Santa,2003,223,13,1,1,{8140}
"4024-22",Advent Calendar 2003 Creator (Day 21) Robot,2003,223,16,1,1,{8140}
"4024-23",Advent Calendar 2003 Creator (Day 22) Race Car,2003,223,17,1,1,{8140}
"4024-24",Advent Calendar 2003 Creator (Day 23) Helicopter,2003,223,16,1,1,{8140}
"4024-25",Advent Calendar 2003 Creator (Day 24) Tree,2003,223,13,1,1,{8140}
"4024-3",Advent Calendar 2003 Creator (Day  2) Little Girl,2003,223,9,1,1,{8140}
"4024-4",Advent Calendar 2003 Creator (Day  3) Penguin,2003,223,12,1,1,{8140}
"4024-5",Advent Calendar 2003 Creator (Day  4) Sheep,2003,223,13,1,1,{8140}
"4024-6",Advent Calendar 2003 Creator (Day  5) Little Boy,2003,223,9,1,1,{8140}
"4024-7",Advent Calendar 2003 Creator (Day  6) Stocking,2003,223,8,1,1,{8140}
"4024-8",Advent Calendar 2003 Creator (Day  7) Spaceship,2003,223,10,1,1,{8140}
"4024-9",Advent Calendar 2003 Creator (Day  8) Parrot,2003,223,9,1,1,{8140}
"4051-1",Quicky the Bunny (Nesquik Promotional),2001,273,4,1,1,{11608}
"4052-1",Director (Nesquik Promotional),2001,273,4,1,1,{11608}
"4053-1",Cameraman (Nesquik Promotional),2001,273,5,1,1,{11608}
"4056-1",Color Light,2001,273,13,1,1,{10089}
"4057-1",Spot Light,2001,273,10,1,1,{10089}
"4058-1",Cameraman 1,2001,273,4,1,1,{10089}
"4059-1",Director,2001,273,4,1,1,{10089}
"4060-1",Grip,2001,273,4,1,1,{10089}
"4061-1",Assistant,2001,273,4,1,1,{10089}
"4062-1",Actress,2001,273,4,1,1,{10089}
"4063-1",Cameraman 2,2001,273,4,1,1,{10089}
"4064-1",Actor 2,2001,273,4,1,1,{10089}
"4065-1",Actor 3,2001,273,4,1,1,{10089}
"4066-1",Actor 1,2001,273,4,1,1,{10089}
"4067-1",Buggy,2001,273,15,1,1,{10089}
"4068-1",Handy Camera,2001,273,6,1,1,{10089}
"4069-1",Katinco & Megaphone,2001,273,4,1,1,{10089}
"4070-1",Stand Camera,2001,273,7,1,1,{10089}
"4071-1",Bottles,2001,273,7,1,1,{10089}
"4072-1",Skeleton,2001,273,6,1,1,{10089}
"4073-1",Tree 1,2001,273,6,1,1,{10089}
"4074-1",Tree 3,2001,273,14,1,1,{10089}
"4075-1",Tree 2,2001,273,13,1,1,{10089}
"4076-1",Pteranodon,2001,273,17,1,1,{10089}
"4077-1",Plesiosaur,2001,273,13,1,1,{10089}
"4078-1",T-Rex,2001,273,18,1,1,{10089}
"4079-1",Mini Rex,2001,273,4,1,1,{10089}
"4097-1",Mini Robots,2003,204,229,1,1,{9830}
"4099-1",Robobots,2003,204,326,1,1,{9830}
"41016-10","Advent Calendar 2013, Friends (Day  9) - Basket",2013,226,19,1,1,{9926}
"41016-11","Advent Calendar 2013, Friends (Day 10) - Friends Accessories",2013,226,20,1,1,{9926}
"41016-12","Advent Calendar 2013, Friends (Day 11) - Basket with Money",2013,226,3,1,1,{9926}
"41016-13","Advent Calendar 2013, Friends (Day 12) - Presents",2013,226,8,1,1,{9926}
"41016-14","Advent Calendar 2013, Friends (Day 13) - Sled",2013,226,8,1,1,{9926}
"41016-15","Advent Calendar 2013, Friends (Day 14) - Fountain",2013,226,6,1,1,{9926}
"41016-16","Advent Calendar 2013, Friends (Day 15) - Bench",2013,226,11,1,1,{9926}
"41016-17","Advent Calendar 2013, Friends (Day 16) - Skates with Flower in Snow",2013,226,15,1,1,{9926}
"41016-18","Advent Calendar 2013, Friends (Day 17) - Cell Phone /Music Player Docking Station",2013,226,8,1,1,{9926}
"41016-19","Advent Calendar 2013, Friends (Day 18) - Snowman",2013,226,8,1,1,{9926}
"41016-2","Advent Calendar 2013, Friends (Day  1) - Stephanie",2013,226,4,1,1,{9926}
"41016-20","Advent Calendar 2013, Friends (Day 19) - Flame",2013,226,4,1,1,{9926}
"41016-21","Advent Calendar 2013, Friends (Day 20) - Christmas Tree",2013,226,18,1,1,{9926}
"41016-22","Advent Calendar 2013, Friends (Day 21) - Musical Score",2013,226,7,1,1,{9926}
"41016-23","Advent Calendar 2013, Friends (Day 22) - Basket with Leaf",2013,226,8,1,1,{9926}
"41016-24","Advent Calendar 2013, Friends (Day 23) - Squirrel",2013,226,2,1,1,{9926}
"41016-25","Advent Calendar 2013, Friends (Day 24) - Present with Letter",2013,226,12,1,1,{9926}
"41016-3","Advent Calendar 2013, Friends (Day  2) - Snowmobile",2013,226,11,1,1,{9926}
"41016-4","Advent Calendar 2013, Friends (Day  3) - Lamp Post",2013,226,10,1,1,{9926}
"41016-5","Advent Calendar 2013, Friends (Day  4) - Lily, Christmas Outfit",2013,226,4,1,1,{9926}
"41016-6","Advent Calendar 2013, Friends (Day  5) - Stand #1",2013,226,17,1,1,{9926}
"41016-7","Advent Calendar 2013, Friends (Day  6) - Perfume Bottles",2013,226,8,1,1,{9926}
"41016-8","Advent Calendar 2013, Friends (Day  7) - Stand #2",2013,226,14,1,1,{9926}
"41016-9","Advent Calendar 2013, Friends (Day 8) - Cups, Milk and Cookies",2013,226,8,1,1,{9926}
"4103-1",Fun with Bricks {small red bucket},2002,37,200,1,1,{104}
"41040-10","Advent Calendar 2014, Friends (Day 9) - Holiday Candle",2014,226,6,1,1,{3162}
"41040-11","Advent Calendar 2014, Friends (Day 10) - Friends Kitchen Accessories",2014,226,17,1,1,{3162}
"41040-12","Advent Calendar 2014, Friends (Day 11) - Stove",2014,226,13,1,1,{3162}
"41040-13","Advent Calendar 2014, Friends (Day 12) - Sweets and Saucepan",2014,226,7,1,1,{3162}
"41040-14","Advent Calendar 2014, Friends (Day 13) - Sideboard",2014,226,13,1,1,{3162}
"41040-15","Advent Calendar 2014, Friends (Day 14) - Goblets and Food",2014,226,12,1,1,{3162}
"41040-16","Advent Calendar 2014, Friends (Day 15) - Sink",2014,226,12,1,1,{3162}
"41040-17","Advent Calendar 2014, Friends (Day 16) - Cake and Cups",2014,226,6,1,1,{3162}
"41040-18","Advent Calendar 2014, Friends (Day 17) - Holiday Fireplace",2014,226,17,1,1,{3162}
"41040-19","Advent Calendar 2014, Friends (Day 18) - End Table and Book",2014,226,11,1,1,{3162}
"41040-2","Advent Calendar 2014, Friends (Day 1) - Mia",2014,226,4,1,1,{3162}
"41040-20","Advent Calendar 2014, Friends (Day 19) - Sofa",2014,226,10,1,1,{3162}
"41040-21","Advent Calendar 2014, Friends (Day 20) - White Cat",2014,226,3,1,1,{3162}
"41040-22","Advent Calendar 2014, Friends (Day 21) - Radio and Cell Phone",2014,226,8,1,1,{3162}
"41040-23","Advent Calendar 2014, Friends (Day 22) - Large Present",2014,226,8,1,1,{3162}
"41040-24","Advent Calendar 2014, Friends (Day 23) - Christmas Tree",2014,226,18,1,1,{3162}
"41040-25","Advent Calendar 2014, Friends (Day 24) - Present with Skates, Camera",2014,226,17,1,1,{3162}
"41040-3","Advent Calendar 2014, Friends (Day 2) - Sled",2014,226,11,1,1,{3162}
"41040-4","Advent Calendar 2014, Friends (Day 3) - Gift and Basket",2014,226,4,1,1,{3162}
"41040-5","Advent Calendar 2014, Friends (Day 4) - Deer and Tree",2014,226,4,1,1,{3162}
"41040-6","Advent Calendar 2014, Friends (Day 5) - Holiday Window Scene",2014,226,13,1,1,{3162}
"41040-7","Advent Calendar 2014, Friends (Day 6) - Ewa, Christmas Outfit",2014,226,4,1,1,{3162}
"41040-8","Advent Calendar 2014, Friends (Day 7) - Table",2014,226,11,1,1,{3162}
"41040-9","Advent Calendar 2014, Friends (Day 8) - Chairs",2014,226,14,1,1,{3162}
"41044-1",Macaw's Fountain,2014,496,39,1,1,{4971}
"41045-1",Orangutan's Banana Tree,2014,496,37,1,1,{4971}
"41046-1",Brown Bear's River,2014,496,37,1,1,{4971}
"4108-1",T-Junction Road Plates,2002,289,2,1,1,{12836}
"4109-1",Curved Road Plates,2002,289,2,1,1,{12836}
"4110-1",Straight Road Plates,2002,289,2,1,1,{12836}
"4111-1",Cross Road Plates,2002,289,2,1,1,{12836}
"4124-10","Advent Calendar 2001, Creator (Day  9) Space Buggy",2001,217,18,1,1,{16031}
"4124-11","Advent Calendar 2001, Creator (Day 10) Dinosaur",2001,217,8,1,1,{16031}
"4124-12","Advent Calendar 2001, Creator (Day 11) Speedboat",2001,217,10,1,1,{16031}
"4124-13","Advent Calendar 2001, Creator (Day 12) Reindeer",2001,217,10,1,1,{16031}
"4124-14","Advent Calendar 2001, Creator (Day 13) Snowman",2001,217,15,1,1,{16031}
"4124-15","Advent Calendar 2001, Creator (Day 14) Jet Ski",2001,217,11,1,1,{16031}
"4124-16","Advent Calendar 2001, Creator (Day 15) Dog",2001,217,10,1,1,{16031}
"4124-17","Advent Calendar 2001, Creator (Day 16) Police Boat",2001,217,9,1,1,{16031}
"4124-18","Advent Calendar 2001, Creator (Day 17) Whale",2001,217,9,1,1,{16031}
"4124-19","Advent Calendar 2001, Creator (Day 18) Space Shuttle",2001,217,10,1,1,{16031}
"4124-2","Advent Calendar 2001, Creator (Day  1) Cat",2001,217,10,1,1,{16031}
"4124-20","Advent Calendar 2001, Creator (Day 19) Parrot",2001,217,9,1,1,{16031}
"4124-21","Advent Calendar 2001, Creator (Day 20) Steamship",2001,217,10,1,1,{16031}
"4124-22","Advent Calendar 2001, Creator (Day 21) Church",2001,217,11,1,1,{16031}
"4124-23","Advent Calendar 2001, Creator (Day 22) Helicopter",2001,217,11,1,1,{16031}
"4124-24","Advent Calendar 2001, Creator (Day 23) Christmas Tree",2001,217,10,1,1,{16031}
"4124-25","Advent Calendar 2001, Creator (Day 24) Present",2001,217,8,1,1,{16031}
"4124-3","Advent Calendar 2001, Creator (Day  2) Max",2001,217,1,1,1,{16031}
"4124-4","Advent Calendar 2001, Creator (Day  3) Fireplace",2001,217,11,1,1,{16031}
"4124-5","Advent Calendar 2001, Creator (Day  4) Santa",2001,217,10,1,1,{16031}
"4124-6","Advent Calendar 2001, Creator (Day  5) Ambulance",2001,217,15,1,1,{16031}
"4124-7","Advent Calendar 2001, Creator (Day  6) Penguin",2001,217,10,1,1,{16031}
"4124-8","Advent Calendar 2001, Creator (Day  7) Tina",2001,217,1,1,1,{16031}
"4124-9","Advent Calendar 2001, Creator (Day  8) Frog with Hat",2001,217,11,1,1,{16031}
"41527-1",Rokit,2015,584,66,2,1,"{6871,15631}"
"41528-1",Niksput,2015,584,62,2,1,"{6871,15631}"
"41529-1",Nurp-Naut,2015,584,52,2,1,"{6871,15631}"
"41530-1",Meltus,2015,584,66,2,1,"{6871,7277}"
"41531-1",Flamzer,2015,584,60,2,1,"{6871,7277}"
"41532-1",Burnard,2015,584,59,2,1,"{6871,7277}"
"41533-1",Globert,2015,584,45,2,1,"{6871,9386}"
"41534-1",Vampos,2015,584,59,2,1,"{6871,9386}"
"41535-1",Boogly,2015,584,52,2,1,"{6871,9386}"
"41545-1",Kramm,2015,586,68,1,1,{12322}
"41546-1",Forx,2015,586,65,1,1,{12322}
"41547-1",Wuzzo,2015,586,74,1,1,{12322}
"41548-1",Dribbal,2015,586,52,1,1,{2544}
"41549-1",Gurggle,2015,586,66,1,1,{2544}
"41550-1",Slusho,2015,586,53,1,1,{2544}
"41551-1",Snax,2015,586,51,1,1,{4041}
"41552-1",Berp,2015,586,68,1,1,{4041}
"41553-1",Vaka-Waka,2015,586,69,1,1,{4041}
"4169306a-1",Christmas Tree Ornament,2005,227,46,1,1,{6848}
"4169306b-1",Snowman Ornament,2005,227,36,1,1,{6848}
"4169306c-1",Santa Claus Ornament,2005,227,36,1,1,{6848}
"4180878","Bionicle Poster 2002, Bohrok front Krana back, 420 x 295 mm",2002,501,0,1,1,{708}
"4182-1",The Cannibal Escape,2011,263,279,1,1,{9955}
"4183-1",The Mill,2011,263,366,1,1,{9955}
"4192-1",Fountain of Youth,2011,263,127,1,1,{11115}
"4193-1",The London Escape,2011,263,466,1,1,{11115}
"4200-1",Mining 4 x 4,2012,56,101,1,1,{1726}
"4201-1",Loader and Tipper,2012,56,138,1,1,{1726}
"4202-1",Mining Truck,2012,52,269,1,1,{1726}
"4203-1",Excavator Transporter,2012,56,304,1,1,{1726}
"4204-1",The Mine,2012,56,751,1,1,{1726}
"4208-1","4 × 4 Fire Truck",2012,58,242,1,1,{2643}
"4209-1",Fire Plane,2012,58,507,1,1,{2643}
"4210-1",Coast Guard Platform,2008,55,450,1,1,{4570}
"4335-1",Black Robots Pod,2004,478,50,1,1,{4365}
"4346-1",Robo Pod,2004,478,50,2,1,"{4365,8885}"
"4347-1",Auto Pod,2004,478,40,2,1,"{4365,8885}"
"4348-1",Aero Pod,2004,478,36,2,1,"{4365,8885}"
"4349-1",Wild Pod,2004,478,44,2,1,"{4365,8885}"
"4415-1",Auto Pod,2006,479,56,1,1,{13412}
"4416-1",Robo Pod,2006,479,64,1,1,{13412}
"4417-1",Aero Pod,2006,479,60,1,1,{13412}
"4418-1",Dino Pod,2006,479,55,1,1,{13412}
"4427-1",Fire ATV,2012,58,50,1,1,{2643}
"4428-10","Advent Calendar 2012, City (Day  9) Mechanic with Wrench",2012,217,5,1,1,{11317}
"4428-11","Advent Calendar 2012, City (Day 10) Wheel Dolly with Wheels",2012,217,10,1,1,{11317}
"4428-12","Advent Calendar 2012, City (Day 11) Firefighter's ATV without Wheels",2012,217,13,1,1,{11317}
"4428-13","Advent Calendar 2012, City (Day 12) Female Firefighter",2012,217,5,1,1,{11317}
"4428-14","Advent Calendar 2012, City (Day 13) Desk with Computer and Chair",2012,217,8,1,1,{11317}
"4428-15","Advent Calendar 2012, City (Day 14) Box with Burning Logs",2012,217,5,1,1,{11317}
"4428-16","Advent Calendar 2012, City (Day 15) Wall with Safety Equipment",2012,217,16,1,1,{11317}
"4428-17","Advent Calendar 2012, City (Day 16) Girl with Snowball",2012,217,5,1,1,{11317}
"4428-18","Advent Calendar 2012, City (Day 17) Catapult",2012,217,15,1,1,{11317}
"4428-19","Advent Calendar 2012, City (Day 18) Dog and Hydrant",2012,217,6,1,1,{11317}
"4428-2","Advent Calendar 2012, City (Day  1) Fireman with Loudhailer",2012,217,5,1,1,{11317}
"4428-20","Advent Calendar 2012, City (Day 19) Firefighter with Cup",2012,217,5,1,1,{11317}
"4428-21","Advent Calendar 2012, City (Day 20) Wheelbarrow with Spade and Snow",2012,217,7,1,1,{11317}
"4428-22","Advent Calendar 2012, City (Day 21) Warning Lights and Sign",2012,217,9,1,1,{11317}
"4428-23","Advent Calendar 2012, City (Day 22) Santa's Sled",2012,217,8,1,1,{11317}
"4428-24","Advent Calendar 2012, City (Day 23) Wrapped Gifts",2012,217,16,1,1,{11317}
"4428-25","Advent Calendar 2012, City (Day 24) Santa on Snowmobile",2012,217,13,1,1,{11317}
"4428-3","Advent Calendar 2012, City (Day 2) Chainsaw with Logs",2012,217,8,1,1,{11317}
"4428-4","Advent Calendar 2012, City (Day 3) Christmas Tree",2012,217,16,1,1,{11317}
"4428-5","Advent Calendar 2012, City (Day 4) Stairs and Star for Tree",2012,217,8,1,1,{11317}
"4428-6","Advent Calendar 2012, City (Day 5) Wall with Fireman Equipment",2012,217,17,1,1,{11317}
"4428-7","Advent Calendar 2012, City (Day  6) Boy with Snowball",2012,217,5,1,1,{11317}
"4428-8","Advent Calendar 2012, City (Day 7) Toy Fire Engine with Remote",2012,217,17,1,1,{11317}
"4428-9","Advent Calendar 2012, City (Day 8) Wall with Ski Equipment",2012,217,24,1,1,{11317}
"4431-1",Ambulance,2012,60,198,1,1,{6066}
"4432-1",Garbage Truck,2012,63,207,1,1,{6066}
"4433-1",Dirt Bike Transporter,2012,64,205,1,1,{6066}
"4435-1",Car and Caravan,2012,63,217,1,1,{6066}
"4436-1",Patrol Car,2012,61,96,3,1,"{1649,6530,14011}"
"4437-1",Police Pursuit,2012,61,129,2,1,"{1649,6530}"
"4439-1",Heavy-Duty Helicopter,2012,61,392,1,1,{6530}
"4441-1",Police Dog Van,2012,61,312,1,1,{6530}
"4443-1",Coca-Cola Defender 1,2002,462,4,1,1,{2514}
"4444-1",Coca-Cola Defender 2,2002,462,4,1,1,{2514}
"4445-1",Coca-Cola Middle Fielder 1,2002,462,4,1,1,{2514}
"4446-1",Coca-Cola Forward 1,2002,462,4,1,1,{2514}
"4447-1",Coca-Cola Forward 2,2002,462,4,1,1,{2514}
"4448-1",Coca-Cola Defender 3,2002,462,4,1,1,{2514}
"4449-1",Coca-Cola Defender 4,2002,462,4,1,1,{2514}
"4450-1",Coca-Cola Middle Fielder 2,2002,462,4,1,1,{2514}
"4451-1",Coca-Cola Forward 3,2002,462,4,1,1,{2514}
"4452-1",Coca-Cola Forward 4,2002,462,4,1,1,{2514}
"4453-1",Coca-Cola Goal Keeper,2002,462,4,1,1,{2514}
"4454-1",Coca-Cola Referee,2002,462,6,1,1,{2514}
"4455-1",Coca-Cola Hotdog Girl,2002,462,6,1,1,{2514}
"4456-1",Coca-Cola Doctor,2002,462,5,1,1,{2514}
"4457-1",Coca-Cola TV Cameraman,2002,462,4,1,1,{2514}
"4458-1",Coca-Cola TV Camera,2002,462,11,1,1,{2514}
"4459-1",Coca-Cola PK Kicker,2002,462,4,1,1,{2514}
"4460-1",Coca-Cola Goal,2002,462,7,1,1,{2514}
"4461-1",Coca-Cola Bench,2002,462,7,1,1,{2514}
"4462-1",Coca-Cola Hotdog Trolley,2002,462,18,1,1,{2514}
"4463-1",Coca-Cola Light,2002,462,16,1,1,{2514}
"4464-1",Coca-Cola Bottle Case,2002,462,7,1,1,{2514}
"4465-1",Coca-Cola Vending Machine,2002,462,6,1,1,{2514}
"4466-1",Coca-Cola Sign Board,2002,462,3,1,1,{2514}
"4467-1",Coca-Cola Stretcher,2002,462,3,1,1,{2514}
"4468-1",Coca-Cola Stand,2002,462,9,1,1,{2514}
"4469-1",Coca-Cola Drink Stand,2002,462,8,1,1,{2514}
"4470-1",Coca-Cola Ball,2002,462,2,1,1,{2514}
"4471-1",Coca-Cola Secret A,2002,462,4,1,1,{2514}
"4472-1",Coca-Cola Secret B,2002,462,4,1,1,{2514}
"4475-1",Jabba's Message,2003,169,46,1,1,{14822}
"4476-1",Jabba's Prize,2003,169,40,1,1,{14822}
"4479-1",TIE Bomber,2003,169,229,1,1,{6371}
"4480-1",Jabba's Palace,2003,169,234,1,1,{14822}
"4481-1",Hailfire Droid,2003,158,680,1,1,{11344}
"4482-1",AT-TE,2003,167,650,1,1,{11344}
"4484-1",X-wing Fighter & TIE Advanced - Mini,2003,159,72,2,1,"{2943,7482}"
"4485-1",Sebulba's Podracer & Anakin's Podracer - Mini,2003,159,72,2,1,"{2943,7482}"
"4486-1",AT-ST & Snowspeeder - Mini,2003,159,76,2,1,"{2943,7482}"
"4487-1",Jedi Starfighter & Slave I - Mini,2003,159,53,2,1,"{2943,7482}"
"4488-1",Millennium Falcon - Mini,2003,159,87,1,1,{8285}
"4489-1",AT-AT - Mini,2003,159,98,1,1,{8285}
"4490-1",Republic Gunship - Mini,2003,159,102,1,1,{8285}
"4491-1",Trade Federation MTT - Mini,2003,159,99,1,1,{8285}
"4492-1",Imperial Star Destroyer - Mini,2004,159,87,3,1,"{8216,9540,13883}"
"4493-1",Sith Infiltrator - Mini,2004,159,55,1,1,{9540}
"4494-1",Imperial Shuttle - Mini,2004,159,82,3,1,"{8216,9540,13883}"
"4495-1",AT-TE - Mini,2004,159,63,1,1,{9540}
"4500-1",Rebel Snowspeeder [Redesign] - Blue box,2003,169,216,1,1,{612}
"4502-1","X-wing Fighter (Dagobah), Blue box",2003,169,566,1,1,{2488}
"4504-1","Millennium Falcon (Redesign), Blue box",2003,169,996,2,1,"{612,2488}"
"4511-1",High Speed Train,2003,239,335,2,1,"{2738,5358}"
"4512-1",Cargo Train,2003,239,546,2,1,"{2677,5491}"
"4513-1",Grand Central Station,2003,239,350,1,1,{2738}
"4514-1",Cargo Crane,2003,239,176,2,1,"{2677,5491}"
"4515-1",Straight Rails,1991,244,8,10,1,"{50,309,561,5358,5491,6050,6330,10158,13917,15164}"
"4519-1",Rail Crossing,1999,244,1,1,1,{15164}
"4520-1",Curved Rails,1991,244,8,9,1,"{50,309,561,5491,6050,6330,10158,13917,15164}"
"4524-10",Advent Calendar 2002 Creator (Day  9) Space Buggy,2002,223,18,1,1,{2917}
"4524-11",Advent Calendar 2002 Creator (Day 10) Dinosaur,2002,223,8,1,1,{2917}
"4524-12",Advent Calendar 2002 Creator (Day 11) Speedboat,2002,223,10,1,1,{2917}
"4524-13",Advent Calendar 2002 Creator (Day 12) Reindeer,2002,223,10,1,1,{2917}
"4524-14",Advent Calendar 2002 Creator (Day 13) Snowman,2002,223,15,1,1,{2917}
"4524-15",Advent Calendar 2002 Creator (Day 14) Jet Ski,2002,223,11,1,1,{2917}
"4524-16",Advent Calendar 2002 Creator (Day 15) Duck,2002,223,10,1,1,{2917}
"4524-17",Advent Calendar 2002 Creator (Day 16) Police Boat,2002,223,9,1,1,{2917}
"4524-18",Advent Calendar 2002 Creator (Day 17) Whale,2002,223,9,1,1,{2917}
"4524-19",Advent Calendar 2002 Creator (Day 18) Space Shuttle,2002,223,11,1,1,{2917}
"4524-2",Advent Calendar 2002 Creator (Day  1) Squirrel,2002,223,10,1,1,{2917}
"4524-20",Advent Calendar 2002 Creator (Day 19) Parrot,2002,223,9,1,1,{2917}
"4524-21",Advent Calendar 2002 Creator (Day 20) Steamship,2002,223,10,1,1,{2917}
"4524-22",Advent Calendar 2002 Creator (Day 21) Building,2002,223,10,1,1,{2917}
"4524-23",Advent Calendar 2002 Creator (Day 22) Helicopter,2002,223,11,1,1,{2917}
"4524-24",Advent Calendar 2002 Creator (Day 23) Tree,2002,223,11,1,1,{2917}
"4524-25",Advent Calendar 2002 Creator (Day 24) Present,2002,223,8,1,1,{2917}
"4524-3",Advent Calendar 2002 Creator (Day  2) Boy,2002,223,1,1,1,{2917}
"4524-4",Advent Calendar 2002 Creator (Day  3) Fireplace,2002,223,11,1,1,{2917}
"4524-5",Advent Calendar 2002 Creator (Day  4) Santa,2002,223,10,1,1,{2917}
"4524-6",Advent Calendar 2002 Creator (Day  5) Car,2002,223,15,1,1,{2917}
"4524-7",Advent Calendar 2002 Creator (Day  6) Penguin,2002,223,10,1,1,{2917}
"4524-8",Advent Calendar 2002 Creator (Day  7) Girl,2002,223,1,1,1,{2917}
"4524-9",Advent Calendar 2002 Creator (Day  8) Dog with hat,2002,223,11,1,1,{2917}
"4526-1",Batman,2012,492,40,1,1,{8646}
"4527-1",The Joker,2012,492,57,1,1,{8646}
"4528-1",Green Lantern,2012,492,38,1,1,{8646}
"4531-1",Manual Points,1991,244,6,4,1,"{50,309,6330,15164}"
"4548-1",Transformer and Speed Regulator,1991,244,3,4,1,"{8997,9925,10158,13917}"
"4600-1",Police Cruiser,2001,281,23,2,1,"{1765,14921}"
"4601-1",Fire Cruiser,2001,283,22,1,1,{10318}
"4604-1",Police Copter,2001,281,16,2,1,"{1765,14921}"
"4605-1",Fire Response SUV,2001,283,30,1,1,{10318}
"4606-1",Aqua Res-Q Transport,2001,284,40,1,1,{1765}
"4608-1",Bank Breakout,2001,281,68,1,1,{14921}
"4609-1",Fire Attack Team,2001,283,95,2,1,"{1765,10318}"
"4611-1",Police HQ,2001,281,137,1,1,{14921}
"4612-1",Super Glider,2002,282,7,1,1,{10921}
"4613-1",Turbo Chopper,2002,282,13,1,1,{10921}
"4614-1",Ultralight Flyer,2002,282,16,1,1,{10921}
"4695-1",Knight Bus - Mini,2004,246,58,2,1,"{2577,10229}"
"4701-1",Sorting Hat,2001,251,50,1,1,{7261}
"4702-1",The Final Challenge,2001,251,61,1,1,{7261}
"4704-1",The Chamber of the Winged Keys,2001,251,180,1,1,{7261}
"4705-1",Snape's Class,2001,251,167,2,1,"{2915,7261}"
"4706-1",Forbidden Corridor,2001,251,239,1,1,{7261}
"4709-1",Hogwarts Castle,2001,251,696,3,1,"{1634,2915,7261}"
"4711-1",Flying Lesson,2002,251,24,1,1,{7261}
"4721-1",Hogwarts Classroom,2001,251,75,1,1,{6544}
"4726-1",Quidditch Practice,2002,247,131,1,1,{6544}
"4727-1",Aragog in the Dark Forest,2002,247,183,1,1,{6544}
"4729-1",Dumbledore's Office,2002,247,451,1,1,{1634}
"4730-1",Chamber of Secrets,2002,247,597,2,1,"{1634,2915}"
"4731-1",Dobby's Release,2002,247,71,1,1,{6544}
"4735-1",Slytherin,2002,247,93,1,1,{6544}
"4750-1",Draco's Encounter with Buckbeak,2004,250,37,1,1,{10229}
"4751-1",Harry and the Marauder's Map,2004,250,108,1,1,{10229}
"4755-1",Knight Bus,2004,250,244,1,1,{2577}
"4782-1",Box of Bricks,2005,48,200,1,1,{104}
"4816-1",Knight's Catapult,2000,197,50,1,1,{15951}
"4817-1",Dungeon,2000,197,39,1,1,{15951}
"4818-1",Dragon Rider,2000,197,15,1,1,{15951}
"4819-1",Rebel Chariot,2000,197,49,1,1,{15951}
"4850-1",Spider-Man's First Chase,2003,488,190,1,1,{2239}
"4851-1",The Origins,2003,488,219,1,1,{2239}
"4852-1",The Final Showdown,2003,488,359,1,1,{2239}
"4853-1",Spider-Man's Street Chase,2004,488,81,1,1,{2481}
"4855-1",Spider-Man's Train Rescue,2004,488,298,1,1,{16371}
"4856-1",Doc Ock's Hideout,2004,488,485,1,1,{16371}
"4857-1",Doc Ock's Fusion Lab,2004,488,237,2,1,"{2481,16371}"
"4865-1",The Forbidden Forest,2011,246,64,1,1,{9943}
"4866-1",The Knight Bus,2011,246,281,1,1,{9943}
"4867-1",Hogwarts,2011,246,465,1,1,{9943}
"4886-1",Building Bonanza,2004,205,667,1,1,{1888}
"4915-1",Mini Construction,2007,26,68,1,1,{11253}
"4916-1",Mini Animals,2007,31,77,1,1,{11253}
"4917-1",Mini Robots,2007,32,77,1,1,{11253}
"4918-1",Mini Flyers,2007,24,76,1,1,{11253}
"4924-10",Advent Calendar 2004 Creator (Day  9) Skiing Elf,2004,223,16,1,1,{6086}
"4924-11",Advent Calendar 2004 Creator (Day 10) Sledding Santa,2004,223,14,1,1,{6086}
"4924-12",Advent Calendar 2004 Creator (Day 11) Goose,2004,223,14,1,1,{6086}
"4924-13",Advent Calendar 2004 Creator (Day 12) Green Present,2004,223,7,1,1,{6086}
"4924-14",Advent Calendar 2004 Creator (Day 13) Santa Ornament,2004,223,12,1,1,{6086}
"4924-15",Advent Calendar 2004 Creator (Day 14) Helicopter,2004,223,13,1,1,{6086}
"4924-16",Advent Calendar 2004 Creator (Day 15) Reindeer,2004,223,9,1,1,{6086}
"4924-17",Advent Calendar 2004 Creator (Day 16) Elf Girl,2004,223,14,1,1,{6086}
"4924-18",Advent Calendar 2004 Creator (Day 17) Speedboat,2004,223,13,1,1,{6086}
"4924-19",Advent Calendar 2004 Creator (Day 18) Racing Car,2004,223,23,1,1,{6086}
"4924-2",Advent Calendar 2004 Creator (Day 1) Elf Ornament,2004,223,15,1,1,{6086}
"4924-20",Advent Calendar 2004 Creator (Day 19) Snowman,2004,223,13,1,1,{6086}
"4924-21",Advent Calendar 2004 Creator (Day 20) Leaf Ornament,2004,223,18,1,1,{6086}
